,bvdid,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,type_of_entity,category_of_the_company,Deal_number,"Deal value
m EUR",Target country code,Acquiror country code,Acquired stake (%),Final stake (%)
5761,MY897114-T,2005,-430000.0,0.0,0.0,27.0,Corporate,Very large company,,,,,,
5762,MY897114-T,2004,470000.0,0.0,0.0,26.0,Corporate,Very large company,,,,,,
5763,MY897114-T,2003,374000.0,0.0,0.0,16.0,Corporate,Very large company,,,,,,
5764,IT00166580241,2006,35847000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5765,IT00166580241,2005,,0.0,0.0,,Corporate,Very large company,,,,,,
5766,IT00166580241,2004,306310000.0,0.0,0.0,12589.0,Corporate,Very large company,,,,,,
5767,IT00166580241,2003,236919000.0,0.0,0.0,12027.0,Corporate,Very large company,,,,,,
5768,IT00166580241,2002,225903000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5769,IT00166580241,2001,294548000.0,0.0,0.0,11772.0,Corporate,Very large company,,,,,,
5770,IT00166580241,2000,335408000.0,0.0,0.0,10819.0,Corporate,Very large company,,,,,,
5771,IT00166580241,1999,257615415.0,0.0,0.0,9625.0,Corporate,Very large company,,,,,,
5772,IT00166580241,1998,226234978.0,0.0,0.0,,Corporate,Very large company,,,,,,
5773,IT00166580241,1997,215727662.0,0.0,0.0,,Corporate,Very large company,,,,,,
5776,IT00380210302,2017,-131408000.0,0.0,0.0,148.0,Corporate,Very large company,,,,,,
5777,IT00380210302,2016,141862000.0,0.0,0.0,136.0,Corporate,Very large company,,,,,,
5778,IT00380210302,2015,159122000.0,0.0,0.0,60.0,Corporate,Very large company,,,,,,
5779,IT00380210302,2014,255884000.0,0.0,0.0,90.0,Corporate,Very large company,,,,,,
5780,IT00380210302,2013,180483000.0,0.0,0.0,93.0,Corporate,Very large company,,,,,,
5781,IT00380210302,2012,184836000.0,0.0,0.0,94.0,Corporate,Very large company,,,,,,
5782,IT00380210302,2011,157741000.0,0.0,0.0,126.0,Corporate,Very large company,,,,,,
5783,IT00380210302,2010,223964000.0,0.0,0.0,130.0,Corporate,Very large company,,,,,,
5784,IT00380210302,2009,198580000.0,0.0,0.0,138.0,Corporate,Very large company,,,,,,
5785,IT00380210302,2008,207562000.0,0.0,0.0,140.0,Corporate,Very large company,,,,,,
5786,IT00380210302,2007,320083000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5788,IT00380210302,2005,191016000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5789,IT00380210302,2004,180580000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5790,IT00484960588,2017,16451000000.0,1.01,715000000.0,32934.0,Corporate,Very large company,,,,,,
5791,IT00484960588,2016,10066000000.0,0.74,417000000.0,33536.0,Corporate,Very large company,,,,,,
5792,IT00484960588,2015,12184000000.0,0.2,139000000.0,29053.0,Corporate,Very large company,,,,,,
5793,IT00484960588,2014,17899000000.0,0.14,134000000.0,29403.0,Corporate,Very large company,,,,,,
5794,IT00484960588,2013,22315000000.0,0.4,462000000.0,83887.0,Corporate,Very large company,,,,,,
5795,IT00484960588,2012,32264000000.0,0.16,211000000.0,77838.0,Corporate,Very large company,,,,,,
5796,IT00484960588,2011,26115000000.0,0.19,211000000.0,78686.0,Corporate,Very large company,,,,,,
5797,IT00484960588,2010,26966000000.0,0.22,221000000.0,79941.0,Corporate,Very large company,,,,,,
5798,IT00484960588,2009,21239000000.0,0.25,207000000.0,78417.0,Corporate,Very large company,,,,,,
5799,IT00484960588,2008,28456000000.0,0.2,217000000.0,78880.0,Corporate,Very large company,,,,,,
5800,IT00484960588,2007,26106000000.0,0.22,189000000.0,75862.0,Corporate,Very large company,,,,,,
5801,IT00484960588,2006,26515000000.0,0.25,219000000.0,72915.0,Corporate,Very large company,,,,,,
5802,IT00484960588,2005,24251000000.0,0.27,202000000.0,71303.0,Corporate,Very large company,,,,,,
5803,IT00484960588,2004,17883000000.0,0.0,0.0,71497.0,Corporate,Very large company,,,,,,
5804,IT00488270018,2017,706305000.0,0.0,0.0,3564.0,Corporate,Very large company,,,,,,
5805,IT00488270018,2016,662668000.0,0.0,0.0,3466.0,Corporate,Very large company,,,,,,
5806,IT00488270018,2015,649169000.0,0.0,0.0,2866.0,Corporate,Very large company,,,,,,
5807,IT00488270018,2014,603641000.0,0.0,0.0,2805.0,Corporate,Very large company,,,,,,
5809,IT00488270018,2012,578690000.0,0.0,0.0,2908.0,Corporate,Very large company,,,,,,
5810,IT00488270018,2011,584534000.0,0.0,0.0,2622.0,Corporate,Very large company,,,,,,
5811,IT00488270018,2010,537403000.0,0.0,0.0,2595.0,Corporate,Very large company,,,,,,
5812,IT00488270018,2009,512495000.0,0.0,0.0,2548.0,Corporate,Very large company,,,,,,
5813,IT00488270018,2008,451757000.0,0.0,0.0,2649.0,Corporate,Very large company,,,,,,
5814,IT00488270018,2007,361877000.0,0.0,0.0,2658.0,Corporate,Very large company,,,,,,
5815,IT00488270018,2006,241105000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5816,IT00488270018,2005,202605000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5817,IT00488270018,2004,191406000.0,0.0,0.0,1597.0,Corporate,Very large company,,,,,,
5818,IT00489490011,2016,106000000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5819,IT00489490011,2015,742000000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5820,IT00489490011,2014,722000000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5821,IT00489490011,2013,719000000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5822,IT00489490011,2002,733000000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5823,IT00489490011,2001,697000000.0,0.0,0.0,10491.0,Corporate,Very large company,,,,,,
5824,IT00489490011,2000,697000000.0,0.0,0.0,11856.0,Corporate,Very large company,,,,,,
5825,IT00489490011,1999,649000000.0,0.0,0.0,11733.0,Corporate,Very large company,,,,,,
5826,IT00489490011,1998,590827000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5827,IT00489490011,1997,534533000.0,0.0,0.0,12564.0,Corporate,Very large company,,,,,,
5828,IT00489490011,1996,490118000.0,0.0,0.0,13156.0,Corporate,Very large company,,,,,,
5829,IT00489490011,1995,449834000.0,0.0,0.0,9862.0,Corporate,Very large company,,,,,,
5830,IT00721090298,2017,11447000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5831,IT00721090298,2016,13473000.0,0.0,0.0,661.0,Corporate,Very large company,,,,,,
5832,IT00721090298,2015,15576000.0,0.0,0.0,2432.0,Corporate,Very large company,,,,,,
5833,IT00721090298,2014,14728000.0,0.0,0.0,2181.0,Corporate,Very large company,,,,,,
5834,IT00721090298,2013,13440000.0,0.0,0.0,1962.0,Corporate,Very large company,,,,,,
5835,IT00721090298,2012,12666000.0,0.0,0.0,2017.0,Corporate,Very large company,,,,,,
5836,IT00721090298,2011,14088000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5837,IT00721090298,2010,16415000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5838,IT00721090298,2009,15033000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5839,IT00721090298,2008,16097000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5840,IT00721090298,2007,10682000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5842,IT00721090298,2005,2396000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5843,IT00721090298,2004,1903000.0,0.0,0.0,239.0,Corporate,Very large company,,,,,,
5844,IT00748480159,2007,86121000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5845,IT00748480159,2006,67405000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5846,IT00748480159,2005,62324000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5848,IT00748480159,2003,77238000.0,0.0,0.0,5582.0,Corporate,Very large company,,,,,,
5849,IT00748480159,2002,86734000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5850,IT00748480159,2001,91846000.0,0.0,0.0,8176.0,Corporate,Very large company,,,,,,
5851,IT00748480159,2000,67846000.0,0.0,0.0,12375.0,Corporate,Very large company,,,,,,
5852,IT00748480159,1997,137533505.0,0.0,0.0,,Corporate,Very large company,,,,,,
5853,IT00748480159,1996,116699634.0,0.0,0.0,,Corporate,Very large company,,,,,,
5854,IT00849720156,2016,-1693000.0,0.0,0.0,,Private equity firm,Very large company,,,,,,
5855,IT00849720156,2015,-685000.0,0.0,0.0,,Private equity firm,Very large company,,,,,,
5856,IT00849720156,2014,-464000.0,0.0,0.0,,Private equity firm,Very large company,,,,,,
5858,IT00849720156,2012,3792000.0,0.0,0.0,26.0,Private equity firm,Very large company,,,,,,
5859,IT00849720156,2011,-3039000.0,0.0,0.0,9.0,Private equity firm,Very large company,,,,,,
5860,IT00849720156,2010,-5879000.0,0.0,0.0,,Private equity firm,Very large company,,,,,,
5861,IT00849720156,2009,-5127000.0,0.0,0.0,34.0,Private equity firm,Very large company,,,,,,
5862,IT00849720156,2008,-2849000.0,0.0,0.0,51.0,Private equity firm,Very large company,,,,,,
5863,IT00849720156,2007,-3592000.0,0.0,0.0,42.0,Private equity firm,Very large company,,,,,,
5864,IT00849720156,2006,-707000.0,0.0,0.0,79.0,Private equity firm,Very large company,,,,,,
5865,IT00849720156,2005,-1954000.0,0.0,0.0,,Private equity firm,Very large company,,,,,,
5866,IT00849720156,2004,-2548000.0,0.0,0.0,225.0,Private equity firm,Very large company,,,,,,
5867,IT00849720156,2003,-4869000.0,0.0,0.0,59.0,Private equity firm,Very large company,,,,,,
5868,IT01457570065,2017,2141000.0,0.0,0.0,619.0,Corporate,Very large company,,,,,,
5869,IT01457570065,2016,-2351000.0,0.0,0.0,605.0,Corporate,Very large company,,,,,,
5870,IT01457570065,2015,1015000.0,0.0,0.0,592.0,Corporate,Very large company,,,,,,
5871,IT01457570065,2014,920000.0,0.0,0.0,583.0,Corporate,Very large company,,,,,,
5872,IT01457570065,2013,-5425000.0,0.0,0.0,567.0,Corporate,Very large company,,,,,,
5873,IT01457570065,2012,-3115000.0,0.0,0.0,573.0,Corporate,Very large company,,,,,,
5874,IT01457570065,2011,-4846000.0,0.0,0.0,574.0,Corporate,Very large company,,,,,,
5875,IT01457570065,2010,-7590000.0,0.0,0.0,619.0,Corporate,Very large company,,,,,,
5876,IT01457570065,2009,-6314000.0,0.0,0.0,649.0,Corporate,Very large company,,,,,,
5877,IT01457570065,2008,28639000.0,0.0,0.0,512.0,Corporate,Very large company,,,,,,
5878,IT01457570065,2007,-6588000.0,0.0,0.0,229.0,Corporate,Very large company,,,,,,
5880,IT02084930482,2016,4388000.0,0.0,0.0,,Corporate,Large company,,,,,,
5881,IT02084930482,2015,4693000.0,0.0,0.0,,Corporate,Large company,,,,,,
5882,IT02084930482,2014,3880000.0,0.0,0.0,,Corporate,Large company,,,,,,
5883,IT02193960271,2016,87723000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5884,IT02193960271,2015,75314000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5886,IT02193960271,2013,58527000.0,0.0,0.0,2989.0,Corporate,Very large company,,,,,,
5887,IT02193960271,2012,71450000.0,0.0,0.0,2945.0,Corporate,Very large company,,,,,,
5888,IT02193960271,2011,73649000.0,0.0,0.0,2993.0,Corporate,Very large company,,,,,,
5889,IT02193960271,2010,66856000.0,0.0,0.0,2935.0,Corporate,Very large company,,,,,,
5890,IT02193960271,2009,60058000.0,0.0,0.0,2848.0,Corporate,Very large company,,,,,,
5891,IT02193960271,2008,55312000.0,0.0,0.0,2729.0,Corporate,Very large company,,,,,,
5892,IT02193960271,2007,59626000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5893,IT02193960271,2006,61569000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5896,IT02193960271,2004,46135000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5897,IT02471620027,2016,1213000.0,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
5898,IT02471620027,2015,2368000.0,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
5899,IT02471620027,2014,823000.0,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
5900,IT02471620027,2013,687000.0,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
5902,IT02471620027,2011,-20000.0,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
5903,IT02471620027,2010,,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
5904,IT02830600157,2008,6293000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5905,IT02830600157,2007,21995000.0,0.0,0.0,2308.0,Corporate,Very large company,,,,,,
5907,IT02830600157,2005,7744000.0,0.0,0.0,3162.0,Corporate,Very large company,,,,,,
5908,IT02830600157,2004,14130000.0,0.0,0.0,3418.0,Corporate,Very large company,,,,,,
5909,IT03091940266,2017,425655000.0,0.0,0.0,41142.0,Corporate,Very large company,,,,,,
5910,IT03091940266,2016,417812000.0,0.0,0.0,39423.0,Corporate,Very large company,,,,,,
5911,IT03091940266,2015,381351000.0,0.0,0.0,40560.0,Corporate,Very large company,,,,,,
5912,IT03091940266,2014,316236000.0,0.0,0.0,40128.0,Corporate,Very large company,,,,,,
5913,IT03091940266,2013,329213000.0,0.0,0.0,41646.0,Corporate,Very large company,,,,,,
5914,IT03091940266,2012,600499000.0,0.0,0.0,47762.0,Corporate,Very large company,,,,,,
5915,IT03091940266,2011,617694000.0,0.0,0.0,5062.0,Corporate,Very large company,,,,,,
5916,IT03091940266,2010,605379000.0,0.0,0.0,5121.0,Corporate,Very large company,,,,,,
5917,IT03091940266,2009,632190000.0,0.0,0.0,11270.0,Corporate,Very large company,,,,,,
5918,IT03091940266,2008,601548000.0,0.0,0.0,11359.0,Corporate,Very large company,,,,,,
5919,IT03091940266,2007,563268000.0,0.0,0.0,11504.0,Corporate,Very large company,,,,,,
5920,IT03091940266,2006,492518000.0,0.0,0.0,11202.0,Corporate,Very large company,,,,,,
5921,IT03091940266,2005,475249000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5923,IT03916240371,2009,1444000.0,0.0,0.0,169.0,Corporate,Very large company,,,,,,
5924,IT03916240371,2008,5807000.0,0.0,0.0,309.0,Corporate,Very large company,,,,,,
5925,IT03916240371,2007,6967000.0,0.0,0.0,294.0,Corporate,Very large company,,,,,,
5926,IT03916240371,2006,7377000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5927,IT03916240371,2005,7113000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5928,IT03916240371,2004,8000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5929,IT03916270261,2017,84409000.0,0.0,0.0,671.0,Corporate,Very large company,,,,,,
5930,IT03916270261,2016,95255000.0,0.0,0.0,618.0,Corporate,Very large company,,,,,,
5931,IT03916270261,2015,82869000.0,0.0,0.0,615.0,Corporate,Very large company,,,,,,
5932,IT03916270261,2014,72766000.0,0.0,0.0,474.0,Corporate,Very large company,,,,,,
5933,IT03916270261,2013,106377000.0,0.0,0.0,535.0,Corporate,Very large company,,,,,,
5934,IT03916270261,2012,105902000.0,0.0,0.0,534.0,Corporate,Very large company,,,,,,
5935,IT03916270261,2011,95497000.0,0.0,0.0,520.0,Corporate,Very large company,,,,,,
5936,IT03916270261,2010,78079000.0,0.0,0.0,457.0,Corporate,Very large company,,,,,,
5937,IT03916270261,2009,57370000.0,0.0,0.0,494.0,Corporate,Very large company,,,,,,
5938,IT03916270261,2008,48129000.0,0.0,0.0,349.0,Corporate,Very large company,,,,,,
5939,IT03916270261,2007,45676000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5940,IT03916270261,2006,40405000.0,0.0,0.0,293.0,Corporate,Very large company,,,,,,
5941,IT03916270261,2005,56194000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5942,IT04109050965,2016,5607000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5943,IT04109050965,2015,5718000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5944,IT04109050965,2014,5226000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5945,IT04109050965,2013,4322000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5946,IT04245520376,2017,984600000.0,0.0,0.0,8683.0,Corporate,Very large company,,,,,,
5947,IT04245520376,2016,916700000.0,0.0,0.0,8374.0,Corporate,Very large company,,,,,,
5948,IT04245520376,2015,884000000.0,0.0,0.0,8426.0,Corporate,Very large company,,,,,,
5949,IT04245520376,2014,802301000.0,0.0,0.0,4189.0,Corporate,Very large company,,,,,,
5950,IT04245520376,2013,830732000.0,0.0,0.0,8219.0,Corporate,Very large company,,,,,,
5951,IT04245520376,2012,662032000.0,0.0,0.0,6539.0,Corporate,Very large company,,,,,,
5952,IT04245520376,2011,644795000.0,0.0,0.0,6513.0,Corporate,Very large company,,,,,,
5953,IT04245520376,2010,607268000.0,0.0,0.0,6516.0,Corporate,Very large company,,,,,,
5954,IT04245520376,2009,567277000.0,0.0,0.0,6481.0,Corporate,Very large company,,,,,,
5955,IT04245520376,2008,530424000.0,0.0,0.0,6749.0,Corporate,Very large company,,,,,,
5956,IT04245520376,2007,454613000.0,0.0,0.0,6209.0,Corporate,Very large company,,,,,,
5961,IT04642290961,2017,388150000.0,0.0,0.0,3498.0,Corporate,Very large company,,,,,,
5962,IT04642290961,2016,339316000.0,0.0,0.0,3216.0,Corporate,Very large company,,,,,,
5963,IT04642290961,2015,288638000.0,0.0,0.0,2249.0,Corporate,Very large company,,,,,,
5964,IT04642290961,2014,227826000.0,0.0,0.0,1407.0,Corporate,Very large company,,,,,,
5965,IT04642290961,2013,185584000.0,0.0,0.0,1132.0,Corporate,Very large company,,,,,,
5966,IT04642290961,2012,243157000.0,0.0,0.0,1340.0,Corporate,Very large company,,,,,,
5967,IT04642290961,2011,133650000.0,0.0,0.0,1144.0,Corporate,Very large company,,,,,,
5968,IT04642290961,2010,103028000.0,0.0,0.0,873.0,Corporate,Very large company,,,,,,
5970,IT05394801004,2016,896347000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5971,IT05394801004,2015,821818000.0,0.0,0.0,4978.0,Corporate,Very large company,,,,,,
5972,IT05394801004,2014,684121000.0,0.0,0.0,5105.0,Corporate,Very large company,,,,,,
5973,IT05394801004,2013,766024000.0,0.0,0.0,6374.0,Corporate,Very large company,,,,,,
5974,IT05394801004,2012,677755000.0,0.0,0.0,7179.0,Corporate,Very large company,,,,,,
5975,IT05394801004,2011,744080000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5976,IT05394801004,2010,1126256000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5977,IT05394801004,2009,563945000.0,0.0,0.0,6720.0,Corporate,Very large company,,,,,,
5978,IT05394801004,2008,626071000.0,0.0,0.0,6588.0,Corporate,Very large company,,,,,,
5979,IT05394801004,2007,520892000.0,0.0,0.0,5931.0,Corporate,Very large company,,,,,,
5980,IT05394801004,2006,455174000.0,0.0,0.0,5517.0,Corporate,Very large company,,,,,,
5981,IT05394801004,2005,401696000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5982,IT05394801004,2004,382816000.0,0.0,0.0,4898.0,Corporate,Very large company,,,,,,
5983,IT05897851001,2016,-1921000.0,0.0,0.0,746.0,Corporate,Very large company,,,,,,
5984,IT05897851001,2015,3134000.0,0.0,0.0,801.0,Corporate,Very large company,,,,,,
5985,IT05897851001,2014,76000.0,0.0,0.0,843.0,Corporate,Very large company,,,,,,
5986,IT05897851001,2013,-1157000.0,0.0,0.0,924.0,Corporate,Very large company,,,,,,
5987,IT05897851001,2012,-16162000.0,0.0,0.0,976.0,Corporate,Very large company,,,,,,
5988,IT05897851001,2011,8678000.0,0.0,0.0,1060.0,Corporate,Very large company,,,,,,
5989,IT05897851001,2010,27419000.0,0.0,0.0,1079.0,Corporate,Very large company,,,,,,
5990,IT05897851001,2009,6106000.0,0.0,0.0,1109.0,Corporate,Very large company,,,,,,
5991,IT05897851001,2008,30897000.0,0.0,0.0,1234.0,Corporate,Very large company,,,,,,
5992,IT05897851001,2007,68288000.0,0.0,0.0,1256.0,Corporate,Very large company,,,,,,
5993,IT05897851001,2006,49725000.0,0.0,0.0,1319.0,Corporate,Very large company,,,,,,
5994,IT05897851001,2005,62676000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5995,IT05897851001,2004,63485000.0,0.0,0.0,1020.0,Corporate,Very large company,,,,,,
5996,IT05916630154,2011,22630000.0,0.0,0.0,13.0,Venture capital,Very large company,,,,,,
5997,IT05916630154,2010,-4538000.0,0.0,0.0,,Venture capital,Very large company,,,,,,
5998,IT05916630154,2009,-7771000.0,0.0,0.0,,Venture capital,Very large company,,,,,,
5999,IT05916630154,2008,7015000.0,0.0,0.0,,Venture capital,Very large company,,,,,,
6000,IT05916630154,2007,43299000.0,0.0,0.0,,Venture capital,Very large company,,,,,,
6001,IT05916630154,2006,14540000.0,0.0,0.0,,Venture capital,Very large company,,,,,,
6002,IT05916630154,2006,13854000.0,0.0,0.0,,Venture capital,Very large company,,,,,,
6004,IT06722600019,2016,482000000.0,0.0,0.0,,Corporate,Very large company,,,,,,
6005,IT06722600019,2015,1514000000.0,0.0,0.0,3066.0,Corporate,Very large company,,,,,,
6006,IT06722600019,2014,814000000.0,0.0,0.0,3101.0,Corporate,Very large company,,,,,,
6007,IT06722600019,2013,1154000000.0,0.0,0.0,3240.0,Corporate,Very large company,,,,,,
6008,IT06722600019,2012,1189000000.0,0.0,0.0,3248.0,Corporate,Very large company,,,,,,
6009,IT06722600019,2011,938000000.0,0.0,0.0,3764.0,Corporate,Very large company,,,,,,
6010,IT06722600019,2010,1369000000.0,0.0,0.0,3939.0,Corporate,Very large company,,,,,,
6011,IT06722600019,2009,1501000000.0,0.0,0.0,2961.0,Corporate,Very large company,,,,,,
6012,IT06722600019,2008,1643000000.0,0.0,0.0,2961.0,Corporate,Very large company,,,,,,
6013,IT06722600019,2007,1605000000.0,0.0,0.0,3277.0,Corporate,Very large company,,,,,,
6014,IT06722600019,2006,1573000000.0,0.0,0.0,2963.0,Corporate,Very large company,,,,,,
6015,IT06722600019,2005,1289000000.0,0.0,0.0,,Corporate,Very large company,,,,,,
6016,IT06722600019,2004,1475000000.0,0.0,0.0,3857.0,Corporate,Very large company,,,,,,
6017,IT08233870156,2016,17676000.0,0.0,0.0,186.0,Corporate,Very large company,,,,,,
6018,IT08233870156,2015,32151000.0,0.0,0.0,187.0,Corporate,Very large company,,,,,,
6019,IT08233870156,2014,36746000.0,0.0,0.0,207.0,Corporate,Very large company,,,,,,
6020,IT08233870156,2013,57688000.0,0.0,0.0,215.0,Corporate,Very large company,,,,,,
6021,IT08233870156,2012,76441000.0,0.0,0.0,233.0,Corporate,Very large company,,,,,,
6022,IT08233870156,2011,44382000.0,0.0,0.0,238.0,Corporate,Very large company,,,,,,
6023,IT08233870156,2010,15152000.0,0.0,0.0,191.0,Corporate,Very large company,,,,,,
6024,IT08233870156,2009,41201000.0,0.0,0.0,203.0,Corporate,Very large company,,,,,,
6026,IT08233870156,2007,52788000.0,0.0,0.0,173.0,Corporate,Very large company,,,,,,
6027,IT08233870156,2006,55828000.0,0.0,0.0,172.0,Corporate,Very large company,,,,,,
6028,IT08233870156,2005,44388000.0,0.0,0.0,,Corporate,Very large company,,,,,,
6029,IT08233870156,2004,27093000.0,0.0,0.0,,Corporate,Very large company,,,,,,
