,bvdid,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,type_of_entity,category_of_the_company,Deal_number,"Deal value
m EUR",Target country code,Acquiror country code,Acquired stake (%),Final stake (%)
3067,KR1313110030042,2014,39896910.0,0.04,237710.0,,Corporate,Very large company,8855.0,266.86,KR,KR,17.293,18.40400
3068,KR1313110030042,2014,39897029.0,0.04,237514.0,,Corporate,Very large company,8855.0,266.86,KR,KR,17.293,18.40400
3069,KR1313110030042,2014,1522484.0,0.0,0.0,11.0,Corporate,Very large company,8855.0,266.86,KR,KR,17.293,18.40400
3070,KR1313110030042,2014,39896910.0,0.04,237710.0,,Corporate,Very large company,9091.0,126.77,KR,KR,9.335,27.74000
3071,KR1313110030042,2014,39897029.0,0.04,237514.0,,Corporate,Very large company,9091.0,126.77,KR,KR,9.335,27.74000
3072,KR1313110030042,2014,1522484.0,0.0,0.0,11.0,Corporate,Very large company,9091.0,126.77,KR,KR,9.335,27.74000
3073,KR1301110005727,2018,,,,,,,8859.0,264.18,KR,KR,27.19,27.19000
3074,ESA28023430,2004,4600000000.0,0.0,0.0,26985.0,Corporate,Very large company,8865.0,260,ES,ES,3.0,32.89000
3075,CN49031PC,2019,2152817113.0,0.07,1859809.0,3369.0,Corporate,Very large company,8868.0,254.98,CN,CN,11.0,11.00000
3076,AU31898AA,2014,129132274.0,0.0,0.0,,Corporate,Very large company,8884.0,236.91,AU,AU,11.952,11.95200
3077,KR1101110005953,2016,,0.0,0.0,,Insurance company,Very large company,8885.0,234.92,KR,KR,10.936,30.09700
3078,KR1101110005953,2016,,0.0,0.0,5248.0,Insurance company,Very large company,8885.0,234.92,KR,KR,10.936,30.09700
3079,KR1101110005953,2016,,0.0,0.0,,Insurance company,Very large company,8941.0,190.45,KR,KR,8.023,19.16100
3080,KR1101110005953,2016,,0.0,0.0,5248.0,Insurance company,Very large company,8941.0,190.45,KR,KR,8.023,19.16100
3081,JP6010001080308,2008,4618319790.0,1.12,249453295.0,56688.0,Corporate,Very large company,8899.0,220.71*,JP,JP,34.933,34.93300
3082,JP6010001080308,2008,,0.0,0.0,56688.0,Corporate,Very large company,8899.0,220.71*,JP,JP,34.933,34.93300
3083,IN33528FI,2021,,,,,,,8902.0,218.62,IN,IN,31.5,31.50000
3084,KR1101110026652,2018,,,,,,,8906.0,218.06,KR,KR,35.15,48.68000
3085,AU115061375,2006,111820000.0,0.0,0.0,,Corporate,Very large company,8907.0,217.74*,AU,AU,33.0,33.00000
3086,AU115061375,2006,111820014.0,0.0,0.0,,Corporate,Very large company,8907.0,217.74*,AU,AU,33.0,33.00000
3087,CN30704PC,2021,,,,,,,8912.0,215.5,CN,CN,38.93,38.93000
3088,CN30667PC,2015,569102669.0,0.0,0.0,4197.0,Corporate,Very large company,8929.0,200.96*,CN,CN,16.82,16.82000
3089,CA20293NC,2011,251642342.0,0.0,0.0,,Corporate,Very large company,8934.0,197.59*,CA,CA,34.518,36.89600
3090,AU125709953,2012,739646426.0,0.0,0.0,,Corporate,Very large company,8936.0,196.12*,AU,AU,10.0,10.00000
3091,FR775668155,2007,372256000.0,0.0,0.0,6149.0,Corporate,Very large company,8938.0,195.99*,FR,FR,17.79,22.97000
3092,AU000011058,2006,503366000.0,0.35,16609000.0,,Corporate,Very large company,8942.0,188.90*,AU,AU,19.9,19.90000
3093,AU000011058,2006,469328248.0,0.35,16609249.0,,Corporate,Very large company,8942.0,188.90*,AU,AU,19.9,19.90000
3094,AU000011058,2006,,0.35,16375000.0,,Corporate,Very large company,8942.0,188.90*,AU,AU,19.9,19.90000
3095,CN31151PC,2019,118895252.0,0.0,0.0,879.0,Corporate,Very large company,8943.0,188.88,CN,CN,34.0,34.00000
3096,DE6290014544,2012,3757000000.0,1.58,305000000.0,169324.0,Corporate,Very large company,8954.0,184.00*,DE,DE,1.168,31.46800
3097,DE6290014544,2012,7694000000.0,1.58,305000000.0,163746.0,Corporate,Very large company,8954.0,184.00*,DE,DE,1.168,31.46800
3098,KR1101110400202,2016,23196534.0,8.23,10579895.0,,Corporate,Very large company,8960.0,180.97,KR,KR,39.07,40.01000
3099,KR1101110400202,2016,23196516.0,8.23,10580219.0,,Corporate,Very large company,8960.0,180.97,KR,KR,39.07,40.01000
3100,KR1101110400202,2016,203166.0,8.95,754798.0,63.0,Corporate,Very large company,8960.0,180.97,KR,KR,39.07,40.01000
3101,KR1101110400202,2016,202665.0,8.95,754888.0,63.0,Corporate,Very large company,8960.0,180.97,KR,KR,39.07,40.01000
3102,FR447800475,2005,44746000.0,0.0,0.0,9442.0,Corporate,Very large company,8969.0,176.84,FR,FR,39.92,39.92000
3103,ESA86977790,2020,,,,,,,8980.0,175.00*,ES,ES,34.4,34.40000
3104,CN43298PC,2019,2709882529.0,0.06,6674952.0,49014.0,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,8999.0,163.75,CN,CN,22.35,22.35000
3105,CN30502PC,2019,502154689.0,0.0,0.0,4599.0,Corporate,Very large company,9027.0,151.42*,CN,CN,8.417,8.41700
3106,CN31857PC,2017,,,,,,,9036.0,147.96,CN,CN,16.079,45.87000
3107,JP5011001028165,2020,,,,,,,9037.0,147.67*,JP,JP,31.905,31.90500
3108,CN30912PC,2022,,,,,,,9045.0,144.86,CN,CN,30.0,30.00000
3109,KR1311110351682,2021,,,,,,,9048.0,144.42,KR,KR,24.102,31.66000
3110,ID30076FD,2021,,,,,,,9060.0,139.31,ID,ID,47.5,47.50000
3111,KR1101110040165,2018,,,,,,,9071.0,132.82,KR,KR,26.57,34.67000
3112,KR1601110097976,2015,-1333373.0,0.09,117480.0,,Corporate,Very large company,9079.0,130.75,KR,KR,20.037,20.28100
3113,KR1601110097976,2015,-1333333.0,0.09,117509.0,,Corporate,Very large company,9079.0,130.75,KR,KR,20.037,20.28100
3114,KR1601110097976,2015,-6014881.0,0.0,0.0,142.0,Corporate,Very large company,9079.0,130.75,KR,KR,20.037,20.28100
3115,KR1101110129026,2014,103196067.0,0.35,5155051.0,,Corporate,Very large company,9110.0,121.8,KR,KR,34.441,48.39400
3116,KR1101110129026,2014,103196259.0,0.35,5154868.0,,Corporate,Very large company,9110.0,121.8,KR,KR,34.441,48.39400
3117,KR1101110129026,2014,-863890.0,0.0,0.0,11.0,Corporate,Very large company,9110.0,121.8,KR,KR,34.441,48.39400
3118,JP5120001077467,2009,327365631.0,0.0,0.0,9644.0,Corporate,Very large company,9112.0,121.63*,JP,JP,10.0,10.00000
3119,JP1020001086473,2007,342174000.0,7.43,377965000.0,37622.0,Corporate,Very large company,9115.0,121.15,JP,JP,0.9,0.90000
3120,CN42422PC,2018,22367907.0,16.97,12251537.0,803.0,Corporate,Very large company,9138.0,114.99*,CN,CN,49.0,49.00000
3121,FR307570747,2005,454100000.0,0.29,5000000.0,7911.0,Corporate,Very large company,9150.0,110,FR,FR,33.0,33.00000
0,SG189800001R,2017,90669422.0,0.0,0.0,,Corporate,Very large company,,,,,,
1,SG189800001R,2016,122152327.0,0.0,0.0,,Corporate,Very large company,,,,,,
2,SG189800001R,2015,195658263.0,0.0,0.0,,Corporate,Very large company,,,,,,
3,SG189800001R,2014,314610528.0,0.0,0.0,,Corporate,Very large company,,,,,,
4,SG189800001R,2013,692188337.0,0.0,0.0,,Corporate,Very large company,,,,,,
5,SG189800001R,2012,658460763.0,0.0,0.0,,Corporate,Very large company,,,,,,
6,SG189800001R,2011,903997301.0,0.0,0.0,,Corporate,Very large company,,,,,,
7,SG189800001R,2010,857112069.0,0.0,0.0,,Corporate,Very large company,,,,,,
8,SG189800001R,2009,477812665.0,0.0,0.0,,Corporate,Very large company,,,,,,
9,SG189800001R,2008,492700399.0,0.0,0.0,,Corporate,Very large company,,,,,,
10,SG189800001R,2007,436808000.0,0.0,0.0,,Corporate,Very large company,,,,,,
11,SG189800001R,2006,373961000.0,0.0,0.0,14000.0,Corporate,Very large company,,,,,,
12,SG189800001R,2005,312529000.0,0.0,0.0,15134.0,Corporate,Very large company,,,,,,
13,SG189800001R,2004,319066000.0,0.0,0.0,14489.0,Corporate,Very large company,,,,,,
14,SG189800001R,2017,,0.0,0.0,,Corporate,Very large company,,,,,,
15,SG189800001R,2016,,0.0,0.0,,Corporate,Very large company,,,,,,
17,SG196300438C,2016,207408877.0,0.0,0.0,54.0,Corporate,Very large company,,,,,,
18,SG196300438C,2015,205535215.0,0.0,0.0,53.0,Corporate,Very large company,,,,,,
19,SG196300438C,2014,277642728.0,0.0,0.0,,Corporate,Very large company,,,,,,
20,SG196300438C,2013,234604486.0,0.0,0.0,,Corporate,Very large company,,,,,,
21,SG196300438C,2012,661402056.0,0.0,0.0,,Corporate,Very large company,,,,,,
22,SG196300438C,2011,599856573.0,0.0,0.0,,Corporate,Very large company,,,,,,
23,SG196300438C,2010,554862670.0,0.0,0.0,,Corporate,Very large company,,,,,,
24,SG196300438C,2009,360821626.0,0.0,0.0,,Corporate,Very large company,,,,,,
25,SG196300438C,2008,149383384.0,0.0,0.0,,Corporate,Very large company,,,,,,
26,SG196300438C,2007,463389000.0,0.0,0.0,,Corporate,Very large company,,,,,,
30,SG196300438C,2005,100668000.0,0.0,0.0,,Corporate,Very large company,,,,,,
31,SG196300438C,2004,61704000.0,0.0,0.0,4010.0,Corporate,Very large company,,,,,,
32,SG196300438C,2016,,0.0,0.0,,Corporate,Very large company,,,,,,
33,SG196300438C,2014,,0.0,0.0,,Corporate,Very large company,,,,,,
34,SG197000690N,2016,,0.0,0.0,,Corporate,Very large company,,,,,,
35,SG197200078R,2017,1502621472.0,0.0,0.0,14423.0,Corporate,Very large company,,,,,,
36,SG197200078R,2016,1474099829.0,0.0,0.0,13983.0,Corporate,Very large company,,,,,,
37,SG197200078R,2015,1414741769.0,0.0,0.0,23963.0,Corporate,Very large company,,,,,,
38,SG197200078R,2014,1124985827.0,0.0,0.0,23716.0,Corporate,Very large company,,,,,,
40,SG197200078R,2012,1194735651.0,0.0,0.0,22514.0,Corporate,Very large company,,,,,,
41,SG197200078R,2011,1725358412.0,0.0,0.0,21997.0,Corporate,Very large company,,,,,,
42,SG197200078R,2010,1003684258.0,0.0,0.0,33222.0,Corporate,Very large company,,,,,,
43,SG197200078R,2009,1273431643.0,0.0,0.0,31834.0,Corporate,Very large company,,,,,,
44,SG197200078R,2008,1729457534.0,0.0,0.0,30088.0,Corporate,Very large company,,,,,,
45,SG197200078R,2007,1370033000.0,0.0,0.0,29125.0,Corporate,Very large company,,,,,,
46,SG197200078R,2006,1363844000.0,0.0,0.0,28558.0,Corporate,Very large company,,,,,,
47,SG197200078R,2005,1233547000.0,0.0,0.0,28323.0,Corporate,Very large company,,,,,,
48,SG197200078R,2004,965350000.0,0.0,0.0,28786.0,Corporate,Very large company,,,,,,
49,SG197200078R,2017,,0.0,0.0,,Corporate,Very large company,,,,,,
50,SG197500111H,2017,6151029.0,0.0,0.0,,Corporate,Very large company,,,,,,
51,SG197500111H,2016,4866373.0,0.0,0.0,,Corporate,Very large company,,,,,,
52,SG197500111H,2015,1744934.0,0.0,0.0,,Corporate,Very large company,,,,,,
53,SG197500111H,2014,1562781.0,0.0,0.0,,Corporate,Very large company,,,,,,
54,SG197500111H,2013,-1850456.0,0.0,0.0,,Corporate,Very large company,,,,,,
55,SG197500111H,2012,-375408.0,0.0,0.0,,Corporate,Very large company,,,,,,
56,SG197500111H,2011,671521.0,0.0,0.0,,Corporate,Very large company,,,,,,
57,SG197500111H,2010,1830147.0,0.0,0.0,,Corporate,Very large company,,,,,,
59,SG197500111H,2008,-1209453.0,0.0,0.0,,Corporate,Very large company,,,,,,
60,SG197500111H,2007,861000.0,0.0,0.0,,Corporate,Very large company,,,,,,
61,SG197500111H,2006,985000.0,0.0,0.0,,Corporate,Very large company,,,,,,
62,SG197500111H,2005,1229000.0,0.0,0.0,34.0,Corporate,Very large company,,,,,,
63,SG197500111H,2004,1117000.0,0.0,0.0,29.0,Corporate,Very large company,,,,,,
64,SG197500111H,2016,,0.0,0.0,,Corporate,Very large company,,,,,,
65,SG198200079M,2017,16533547.0,0.0,0.0,,Corporate,Very large company,,,,,,
66,SG198200079M,2016,31551891.0,0.0,0.0,,Corporate,Very large company,,,,,,
67,SG198200079M,2015,16951381.0,0.0,0.0,,Corporate,Very large company,,,,,,
68,SG198200079M,2014,16826473.0,0.0,0.0,,Corporate,Very large company,,,,,,
69,SG198200079M,2013,10912564.0,0.0,0.0,,Corporate,Very large company,,,,,,
71,SG198200079M,2011,32477884.0,0.0,0.0,,Corporate,Very large company,,,,,,
72,SG198200079M,2010,39449635.0,0.0,0.0,,Corporate,Very large company,,,,,,
73,SG198200079M,2009,19116738.0,0.0,0.0,,Corporate,Very large company,,,,,,
74,SG198200079M,2008,18712040.0,0.0,0.0,,Corporate,Very large company,,,,,,
75,SG198200079M,2007,17068000.0,0.0,0.0,,Corporate,Very large company,,,,,,
76,SG198200079M,2006,6520000.0,0.0,0.0,,Corporate,Very large company,,,,,,
77,SG198200079M,2017,,0.0,0.0,,Corporate,Very large company,,,,,,
78,SG198200079M,2016,,0.0,0.0,,Corporate,Very large company,,,,,,
79,SG198200406H,2015,,0.0,0.0,,Corporate,Large company,,,,,,
80,SG198703979K,2017,3282683.0,0.0,0.0,,Corporate,Very large company,,,,,,
81,SG198703979K,2016,3380366.0,0.0,0.0,900.0,Corporate,Very large company,,,,,,
82,SG198703979K,2015,3361636.0,0.0,0.0,,Corporate,Very large company,,,,,,
83,SG198703979K,2014,4348551.0,0.0,0.0,,Corporate,Very large company,,,,,,
84,SG198703979K,2013,1721760.0,0.0,0.0,,Corporate,Very large company,,,,,,
85,SG198703979K,2012,3584555.0,0.0,0.0,,Corporate,Very large company,,,,,,
86,SG198703979K,2011,3488358.0,0.0,0.0,,Corporate,Very large company,,,,,,
87,SG198703979K,2010,10911407.0,0.0,0.0,,Corporate,Very large company,,,,,,
89,SG198703979K,2008,13745498.0,0.0,0.0,,Corporate,Very large company,,,,,,
90,SG198703979K,2007,20095000.0,0.0,0.0,,Corporate,Very large company,,,,,,
91,SG198703979K,2006,8532000.0,0.0,0.0,,Corporate,Very large company,,,,,,
92,SG198703979K,2005,4154000.0,0.0,0.0,1207.0,Corporate,Very large company,,,,,,
93,SG198703979K,2004,4847000.0,0.0,0.0,876.0,Corporate,Very large company,,,,,,
94,SG198703979K,2017,,0.0,0.0,,Corporate,Very large company,,,,,,
95,SG198703979K,2016,,0.0,0.0,,Corporate,Very large company,,,,,,
96,SG198801332G,2017,17228506.0,0.0,0.0,,Corporate,Very large company,,,,,,
97,SG198801332G,2016,17335096.0,0.0,0.0,,Corporate,Very large company,,,,,,
98,SG198801332G,2015,11620034.0,0.0,0.0,,Corporate,Very large company,,,,,,
99,SG198801332G,2014,8330432.0,0.0,0.0,,Corporate,Very large company,,,,,,
101,SG198801332G,2012,7968704.0,0.0,0.0,,Corporate,Very large company,,,,,,
102,SG198801332G,2011,6278595.0,0.0,0.0,,Corporate,Very large company,,,,,,
103,SG198801332G,2010,1637362.0,0.0,0.0,,Corporate,Very large company,,,,,,
104,SG198801332G,2009,1652805.0,0.0,0.0,,Corporate,Very large company,,,,,,
105,SG198801332G,2008,1525278.0,0.0,0.0,,Corporate,Very large company,,,,,,
106,SG198801332G,2007,5391000.0,0.0,0.0,,Corporate,Very large company,,,,,,
107,SG198801332G,2006,4794000.0,0.0,0.0,,Corporate,Very large company,,,,,,
108,SG198801332G,2005,17957000.0,0.0,0.0,694.0,Corporate,Very large company,,,,,,
109,SG198801332G,2004,11889000.0,0.0,0.0,668.0,Corporate,Very large company,,,,,,
110,SG198801332G,2017,,0.0,0.0,,Corporate,Very large company,,,,,,
111,SG199105448E,2016,,0.0,0.0,,Financial company,Very large company,,,,,,
112,SG200306466G,2017,143676433.0,0.0,0.0,,Corporate,Very large company,,,,,,
113,SG200306466G,2016,118233371.0,0.0,0.0,1740.0,Corporate,Very large company,,,,,,
114,SG200306466G,2015,63913583.0,0.0,0.0,1501.0,Corporate,Very large company,,,,,,
115,SG200306466G,2015,78641330.0,0.0,0.0,1365.0,Corporate,Very large company,,,,,,
116,SG200306466G,2014,29803033.0,0.0,0.0,,Corporate,Very large company,,,,,,
117,SG200306466G,2013,32142703.0,0.0,0.0,,Corporate,Very large company,,,,,,
118,SG200306466G,2012,12260021.0,0.0,0.0,,Corporate,Very large company,,,,,,
119,SG200306466G,2011,10924983.0,0.0,0.0,,Corporate,Very large company,,,,,,
120,SG200306466G,2010,10646627.0,0.0,0.0,,Corporate,Very large company,,,,,,
121,SG200306466G,2009,2758138.0,0.0,0.0,,Corporate,Very large company,,,,,,
122,SG200306466G,2008,6079000.0,0.0,0.0,,Corporate,Very large company,,,,,,
123,SG200306466G,2007,852000.0,0.0,0.0,,Corporate,Very large company,,,,,,
124,SG200306466G,2005,3393000.0,0.0,0.0,,Corporate,Very large company,,,,,,
125,SG200306466G,2004,2896000.0,0.0,0.0,80.0,Corporate,Very large company,,,,,,
126,SG200306466G,2003,3040000.0,0.0,0.0,53.0,Corporate,Very large company,,,,,,
127,SG200306466G,2016,,0.0,0.0,,Corporate,Very large company,,,,,,
128,SG200403817G,2017,4108835.0,0.0,0.0,,Corporate,Very large company,,,,,,
129,SG200403817G,2016,115793546.0,0.0,0.0,,Corporate,Very large company,,,,,,
130,SG200403817G,2015,34625881.0,0.0,0.0,,Corporate,Very large company,,,,,,
131,SG200403817G,2014,84461849.0,0.0,0.0,,Corporate,Very large company,,,,,,
132,SG200403817G,2013,23921124.0,0.0,0.0,,Corporate,Very large company,,,,,,
133,SG200403817G,2011,19992273.0,0.0,0.0,,Corporate,Very large company,,,,,,
135,SG200403817G,2009,26537547.0,0.0,0.0,,Corporate,Very large company,,,,,,
136,SG200403817G,2008,30831373.0,0.0,0.0,,Corporate,Very large company,,,,,,
137,SG200403817G,2007,890750.0,0.0,0.0,,Corporate,Very large company,,,,,,
138,SG200403817G,2006,-245000.0,0.0,0.0,,Corporate,Very large company,,,,,,
139,SG200403817G,2005,642000.0,0.0,0.0,153.0,Corporate,Very large company,,,,,,
140,SG200403817G,2017,,0.0,0.0,,Corporate,Very large company,,,,,,
141,SG200403817G,2016,,0.0,0.0,,Corporate,Very large company,,,,,,
142,SG200414721N,2015,95982370.0,0.0,0.0,2700.0,Corporate,Very large company,,,,,,
145,SG200414721N,2013,84766879.0,0.0,0.0,2500.0,Corporate,Very large company,,,,,,
146,SG200414721N,2012,114312570.0,0.0,0.0,2800.0,Corporate,Very large company,,,,,,
147,SG200414721N,2011,84601599.0,0.0,0.0,2500.0,Corporate,Very large company,,,,,,
148,SG200414721N,2010,75945933.0,0.0,0.0,2500.0,Corporate,Very large company,,,,,,
149,SG200414721N,2009,27423288.0,0.0,0.0,1000.0,Corporate,Very large company,,,,,,
150,SG200414721N,2008,43594187.0,0.0,0.0,,Corporate,Very large company,,,,,,
151,SG200414721N,2007,36861644.0,0.0,0.0,400.0,Corporate,Very large company,,,,,,
152,SG200414721N,2006,10252828.0,0.0,0.0,,Corporate,Very large company,,,,,,
153,SG200414721N,2005,,0.0,0.0,,Corporate,Very large company,,,,,,
154,SG200414721N,2015,,0.0,0.0,,Corporate,Very large company,,,,,,
155,SG200509721C,2017,-3062792.0,0.0,0.0,,Corporate,Very large company,,,,,,
156,SG200509721C,2016,3699064.0,0.0,0.0,,Corporate,Very large company,,,,,,
157,SG200509721C,2015,37985735.0,0.0,0.0,,Corporate,Very large company,,,,,,
158,SG200509721C,2014,3099005.0,0.0,0.0,,Corporate,Very large company,,,,,,
159,SG200509721C,2013,7261230.0,0.0,0.0,,Corporate,Very large company,,,,,,
161,SG200509721C,2011,1338356.0,0.0,0.0,,Corporate,Very large company,,,,,,
162,SG200509721C,2010,1156633.0,0.0,0.0,,Corporate,Very large company,,,,,,
163,SG200509721C,2009,1900578.0,0.0,0.0,,Corporate,Very large company,,,,,,
164,SG200509721C,2008,11971687.0,0.0,0.0,,Corporate,Very large company,,,,,,
165,SG200509721C,2007,6331000.0,0.0,0.0,,Corporate,Very large company,,,,,,
166,SG200509721C,2006,3170000.0,0.0,0.0,,Corporate,Very large company,,,,,,
167,SG200509721C,2005,2756000.0,0.0,0.0,,Corporate,Very large company,,,,,,
168,SG200509721C,2017,,0.0,0.0,,Corporate,Very large company,,,,,,
174,SG201005612G,2016,,0.0,0.0,,Corporate,Very large company,,,,,,
175,SG201005612G,2015,118459348.0,0.0,0.0,,Corporate,Very large company,,,,,,
176,SG201005612G,2014,231212180.0,0.0,0.0,,Corporate,Very large company,,,,,,
177,SG201005612G,2013,79593613.0,0.0,0.0,,Corporate,Very large company,,,,,,
178,SG201005612G,2012,21339643.0,0.0,0.0,,Corporate,Very large company,,,,,,
179,SG201005612G,2011,10553525.0,0.0,0.0,,Corporate,Very large company,,,,,,
180,SG201005612G,2010,,0.0,0.0,,Corporate,Very large company,,,,,,
181,SG201005612G,2009,,0.0,0.0,,Corporate,Very large company,,,,,,
182,SG201005612G,2008,,0.0,0.0,,Corporate,Very large company,,,,,,
188,SG201017764W,2017,4304473.0,0.0,0.0,628.0,Corporate,Very large company,,,,,,
190,SG201017764W,2015,10697630.0,0.0,0.0,617.0,Corporate,Very large company,,,,,,
191,SG201017764W,2014,1286006.0,0.0,0.0,,Corporate,Very large company,,,,,,
192,SG201017764W,2013,1554750.0,0.0,0.0,,Corporate,Very large company,,,,,,
193,SG201017764W,2012,1350442.0,0.0,0.0,,Corporate,Very large company,,,,,,
194,SG201017764W,2011,881177.0,0.0,0.0,,Corporate,Very large company,,,,,,
195,SG201017764W,2010,527317.0,0.0,0.0,,Corporate,Very large company,,,,,,
196,SG201017764W,2009,29183.0,0.0,0.0,,Corporate,Very large company,,,,,,
197,SG201017764W,2017,,0.0,0.0,,Corporate,Very large company,,,,,,
199,SG201102276D,2016,,0.0,0.0,,Corporate,Very large company,,,,,,
200,SG201110784M,2017,1863661.0,0.0,0.0,,Corporate,Very large company,,,,,,
201,SG201110784M,2016,3474032.0,0.0,0.0,,Corporate,Very large company,,,,,,
202,SG201110784M,2015,1790076.0,0.0,0.0,299.0,Corporate,Very large company,,,,,,
203,SG201110784M,2014,751641.0,0.0,0.0,301.0,Corporate,Very large company,,,,,,
204,SG201110784M,2013,-485277.0,0.0,0.0,10.0,Corporate,Very large company,,,,,,
205,SG30576FN,2017,,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
206,SG30576FN,2016,,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
207,SG30576FN,2015,,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
208,SG30576FN,2014,,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
209,SG30576FN,2013,,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
210,SG30576FN,2012,,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
211,SG30576FN,2011,,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
212,SG30576FN,2010,,0.0,0.0,,Mutual and pension fund/Nominee/Trust/Trustee,Very large company,,,,,,
213,FR054500574,2017,9028000000.0,0.0,0.0,,Corporate,Very large company,,,,,,
214,FR054500574,2016,7316000000.0,0.0,0.0,,Corporate,Very large company,,,,,,
217,FR054500574,2014,2489000000.0,0.0,0.0,,Corporate,Very large company,,,,,,
218,FR054500574,2013,4638000000.0,0.0,0.0,333722.0,Corporate,Very large company,,,,,,
219,FR054500574,2012,3537000000.0,0.0,0.0,321385.0,Corporate,Very large company,,,,,,
220,FR054500574,2011,2169000000.0,0.0,0.0,227995.0,Corporate,Very large company,,,,,,
221,FR054500574,2010,1972000000.0,0.0,0.0,192867.0,Corporate,Very large company,,,,,,
222,FR054500574,2009,2118000000.0,0.0,0.0,168043.0,Corporate,Very large company,,,,,,
223,FR054500574,2008,1895000000.0,0.0,0.0,169176.0,Corporate,Very large company,,,,,,
224,FR054500574,2007,1824000000.0,0.0,0.0,166002.0,Corporate,Very large company,,,,,,
225,FR054500574,2006,1695000000.0,0.0,0.0,152953.0,Corporate,Very large company,,,,,,
226,FR054500574,2005,1672000000.0,0.0,0.0,147520.0,Corporate,Very large company,,,,,,
227,FR054500574,2004,1783000000.0,0.0,0.0,124224.0,Corporate,Very large company,,,,,,
228,FR055804124,2017,2093200000.0,0.66,121000000.0,81420.0,Corporate,Very large company,,,,,,
229,FR055804124,2016,1028700000.0,1.82,185400000.0,58023.0,Corporate,Very large company,,,,,,
234,FR055804124,2014,1014700000.0,1.04,112500000.0,54312.0,Corporate,Very large company,,,,,,
235,FR055804124,2013,969743000.0,0.73,80900000.0,53608.0,Corporate,Very large company,,,,,,
236,FR055804124,2012,812534000.0,1.29,131600000.0,55555.0,Corporate,Very large company,,,,,,
237,FR055804124,2011,549848000.0,0.56,48200000.0,37886.0,Corporate,Very large company,,,,,,
238,FR055804124,2010,617456000.0,0.97,68800000.0,34421.0,Corporate,Very large company,,,,,,
239,FR055804124,2009,418093000.0,1.14,69100000.0,33010.0,Corporate,Very large company,,,,,,
240,FR055804124,2008,140559000.0,0.78,56800000.0,34043.0,Corporate,Very large company,,,,,,
242,FR055804124,2006,268081000.0,0.49,29500000.0,30643.0,Corporate,Very large company,,,,,,
243,FR055804124,2005,278834000.0,0.0,0.0,31041.0,Corporate,Very large company,,,,,,
244,FR055804124,2004,213456000.0,0.0,0.0,31886.0,Corporate,Very large company,,,,,,
245,FR307570747,2017,484000000.0,0.34,10300000.0,11772.0,Corporate,Very large company,,,,,,
246,FR307570747,2016,513400000.0,0.35,10500000.0,11741.0,Corporate,Very large company,,,,,,
247,FR307570747,2015,522800000.0,0.32,9100000.0,11550.0,Corporate,Very large company,,,,,,
248,FR307570747,2014,507100000.0,0.32,7900000.0,10598.0,Corporate,Very large company,,,,,,
249,FR307570747,2013,485000000.0,0.0,0.0,11402.0,Corporate,Very large company,,,,,,
250,FR307570747,2012,569000000.0,0.26,6900000.0,10484.0,Corporate,Very large company,,,,,,
251,FR307570747,2011,559800000.0,0.31,7600000.0,10304.0,Corporate,Very large company,,,,,,
252,FR307570747,2010,516500000.0,0.21,5000000.0,9943.0,Corporate,Very large company,,,,,,
253,FR307570747,2009,353100000.0,0.24,4600000.0,9937.0,Corporate,Very large company,,,,,,
254,FR307570747,2008,515400000.0,0.3,6600000.0,9370.0,Corporate,Very large company,,,,,,
255,FR307570747,2007,538300000.0,0.24,5000000.0,8888.0,Corporate,Very large company,,,,,,
256,FR307570747,2006,508300000.0,0.18,3500000.0,8140.0,Corporate,Very large company,,,,,,
258,FR307570747,2004,428300000.0,0.0,0.0,6933.0,Corporate,Very large company,,,,,,
259,FR307570747,2003,416900000.0,0.54,8300000.0,6915.0,Corporate,Very large company,,,,,,
260,FR307570747,2002,405300000.0,0.62,9800000.0,7079.0,Corporate,Very large company,,,,,,
261,FR308449024,2003,215428000.0,0.0,0.0,11825.0,Corporate,Very large company,,,,,,
262,FR308449024,2002,199497000.0,0.0,0.0,12021.0,Corporate,Very large company,,,,,,
263,FR308449024,2001,158570000.0,0.0,0.0,11945.0,Corporate,Very large company,,,,,,
264,FR308449024,2000,188731121.0,0.0,0.0,11436.0,Corporate,Very large company,,,,,,
265,FR308449024,1999,159798432.0,0.0,0.0,10189.0,Corporate,Very large company,,,,,,
267,FR308449024,1997,142366344.0,0.0,0.0,14104.0,Corporate,Very large company,,,,,,
268,FR308449024,1996,131928312.0,0.0,0.0,12002.0,Corporate,Very large company,,,,,,
269,FR308449024,1995,131645672.0,0.0,0.0,13034.0,Corporate,Very large company,,,,,,
