countrycode,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,"Deal value
m EUR",Acquired stake (%)_0_10,Acquired stake (%)_10_20,Acquired stake (%)_20_30,Acquired stake (%)_30_40,Acquired stake (%)_40_50,Acquired stake (%)_0_25,Acquired stake (%)_25_50,Acquired stake (%)_0_50,Total deal value for Acquired stake (%)0_10,Total deal value for Acquired stake (%)_10_20,Total deal value for Acquired stake (%)_20_30,Total deal value for Acquired stake (%)_30_40,Total deal value for Acquired stake (%)_40_50,Total deal value for Acquired stake (%)_0_25,Total deal value for Acquired stake (%)_25_50,Total deal value for Acquired stake (%)_0_50,Final stake (%)_0_10,Final stake (%)_10_20,Final stake (%)_20_30,Final stake (%)_30_40,Final stake (%)_40_50,Final stake (%)_0_25,Final stake (%)_25_50,Score-protecting minority investors,Reform,is_reform
IN,2015,4016673126.0,-18.79124806395884,208612343.0,162680.0,92.47,10,2,1,0,0,12,0,12,50.2,33.39,8.88,0.0,0.0,92.37,0.0,92.37,2,4,1,3,2,7,5,76.0,"India strengthened minority investor protections by requiring greater disclosure of conflicts of interest by board members, increasing the remedies available in case of prejudicial related-party transactions and introducing additional safeguards for shareholders of privately held companies. This reform applies to both Delhi and Mumbai.",True
IN,2016,4023280934.0,-18.811569947401576,232523291.0,151715.0,52.1,8,1,0,0,0,8,0,8,40.769999999999996,11.33,0.0,0.0,0.0,52.04,0.0,52.04,2,1,2,2,1,4,4,76.0,,
IN,2017,3234686503.0,-17.3100554796274,357876331.0,172456.0,93.10000000000001,2,2,0,1,0,4,1,5,73.66000000000001,5.66,0.0,13.78,0.0,79.32000000000001,13.78,93.10000000000001,2,0,1,1,1,2,3,76.0,,
IT,2002,14116035000.0,-0.46974852321452965,0.0,107642.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
IT,2003,28399120000.0,-0.9394970464290593,0.0,196305.0,1380.0,2,0,0,0,0,2,0,2,1380.0,0.0,0.0,0.0,0.0,1380.0,0.0,1380.0,0,2,0,0,0,2,0,,,
IT,2004,14255605000.0,-3.992862447323502,0.0,127332.0,0.0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,,
IT,2005,39833114000.0,-4.646833526378935,540000000.0,263464.0,655.15,8,0,0,0,0,8,0,8,655.15,0.0,0.0,0.0,0.0,655.15,0.0,655.15,3,1,4,0,0,7,1,,,
IT,2006,15138696000.0,-3.9251105228619636,133000000.0,111676.0,1.26,1,0,0,0,0,1,0,1,1.26,0.0,0.0,0.0,0.0,1.26,0.0,1.26,0,0,0,1,0,0,1,56.666666666667,,
IT,2007,14511283000.0,-3.5347303866788136,853000000.0,128193.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,56.666666666667,,
IT,2008,14346878000.0,-3.6008691700817437,721000000.0,132234.0,149.81,1,0,0,0,0,1,0,1,149.81,0.0,0.0,0.0,0.0,149.81,0.0,149.81,0,0,1,0,0,1,0,56.666666666667,,
IT,2009,14199098000.0,-3.9399532675490208,859000000.0,127061.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,56.666666666667,,
IT,2010,14797381000.0,-3.984476884240535,714666000.0,141332.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,56.666666666667,,
IT,2011,16016217000.0,-4.052228808702073,627583000.0,137358.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,56.666666666667,,
IT,2012,15452195000.0,-4.107075604694747,621298000.0,144070.0,1.19,1,0,0,0,0,1,0,1,1.19,0.0,0.0,0.0,0.0,1.19,0.0,1.19,1,0,0,0,0,1,0,56.666666666667,,
IT,2013,11624463000.0,-3.5479599903072625,995688000.0,131536.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,56.666666666667,,
IT,2014,11234596000.0,-3.14531905860476,1134453000.0,127712.0,84.27,3,0,0,1,0,3,1,4,59.52,0.0,0.0,24.75,0.0,59.52,24.75,84.27,3,0,0,1,0,3,1,66.0,,
IT,2015,8833723000.0,-2.112584305936018,1740139000.0,124497.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,66.0,,
IT,2016,10518321000.0,-1.3837644052351026,1755857000.0,113431.0,15.42,1,0,0,0,0,1,0,1,15.42,0.0,0.0,0.0,0.0,15.42,0.0,15.42,1,0,0,0,0,1,0,66.0,,
IT,2017,10072113000.0,-0.8517477136843703,1947000000.0,102982.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,66.0,,
JP,1990,88435326.0,-0.424580573573504,5889728.0,4892.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
JP,1991,143096871.0,-0.1897063119662392,8759380.0,5068.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
JP,1992,175191399.0,-0.1897063119662392,10096670.0,5320.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
JP,1993,149836362.0,-0.6546154120049447,14397645.0,5827.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
JP,1994,234870917.0,-0.4294199967493282,13446834.0,5694.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
JP,1995,240109632.0,-0.42780685569072013,14157126.0,5596.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
JP,1996,192549759.0,-0.4358725609837604,10868795.0,5348.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
JP,1997,127226276.0,-0.6675205404738092,9283529.0,5070.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
JP,1998,108308120.0,-1.138882204746947,7600647.0,4635.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
JP,1999,192604961.0,-1.6070175869028684,7120921.0,9663.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
JP,2000,257843901.0,-1.6150832921959086,7792825.0,12781.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
JP,2001,373809015.0,-3.626679427019473,19483079.0,10470.0,0.0,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,,,
JP,2002,224515664.0,-3.159202229922036,12767141.0,16080.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
JP,2003,1806809758.0,13.661645451655065,167151653.0,41482.0,145.87,1,1,1,2,0,2,3,5,2.41,0.0,11.58,120.30000000000001,0.0,2.41,131.88,134.29000000000002,0,1,1,2,1,1,4,,,
JP,2004,3825992273.0,28.037624856071176,180449387.0,77194.0,55.02,1,0,1,0,0,1,1,2,0.0,0.0,55.02,0.0,0.0,0.0,55.02,55.02,1,0,1,0,0,1,1,,,
JP,2005,6606046769.0,4.242167248434741,274785336.0,105047.0,850.55,8,4,2,1,0,11,2,13,247.6,12.99,589.96,0.0,0.0,263.34999999999997,582.64,845.9899999999999,3,5,1,4,0,9,4,,,
JP,2006,5593354378.0,4.3928198477258285,207088766.0,108553.0,164.41,3,2,1,0,0,6,0,6,31.22,60.870000000000005,72.32,0.0,0.0,164.41,0.0,164.41,1,3,1,0,1,5,1,70.0,,
JP,2007,40023447811.0,15.800189029641398,11142620229.0,1386003.0,968.6700000000001,11,7,4,1,0,18,3,21,269.06,358.7,205.05,100.1,0.0,636.63,172.82999999999998,809.46,6,7,4,3,1,15,6,70.0,,
JP,2008,48839778101.0,16.108595742777176,11407931231.0,1643682.0,1377.84,25,7,7,2,0,32,6,38,1008.3,155.72,85.33,55.059999999999995,0.0,889.29,111.08,1000.37,14,8,7,6,3,24,14,70.0,,
JP,2009,34900130965.0,35.183664285657876,12688720228.0,1348605.0,571.6299999999999,14,7,2,1,0,23,1,24,506.07,12.25,48.410000000000004,3.78,0.0,566.73,3.78,570.51,10,7,3,4,0,20,4,70.0,,
JP,2010,33901048782.0,2.3023749898396333,11840008785.0,1528341.0,1214.9099999999999,11,7,1,0,0,17,0,17,186.18,1017.76,9.43,0.0,0.0,1175.9299999999998,0.0,1175.9299999999998,9,5,1,0,2,14,3,70.0,,
JP,2011,44957501748.0,1.2570503491222969,13289773838.0,1490348.0,3343.5,6,3,1,1,0,9,2,11,485.14,28.990000000000002,1406.6,3.71,0.0,514.13,1410.31,1924.4399999999998,3,2,2,3,1,5,6,70.0,,
JP,2012,50543142977.0,49.7521040531688,18060774910.0,1963097.0,1642.1899999999998,23,10,1,2,2,23,4,27,69.36,137.85999999999999,3.42,281.19,328.03,184.95999999999998,609.22,794.18,9,11,1,4,2,21,6,70.0,,
JP,2013,42469977127.0,16.27523661419495,16919704941.0,1698760.0,1440.46,26,1,5,1,1,18,4,22,1270.02,13.53,121.12,2.69,0.84,786.65,18.44,805.0899999999999,11,2,4,1,4,14,8,70.0,,
JP,2014,48920756361.0,-16.277949948515662,13431314746.0,1741135.0,1826.37,29,4,2,0,0,21,1,22,1750.4,29.609999999999996,15.06,0.0,0.0,922.11,0.0,922.11,14,4,2,2,0,18,4,64.0,,
JP,2015,51579101019.0,-22.717933529638614,15109324655.0,1719645.0,245.35,3,3,4,1,0,7,3,10,23.86,29.98,84.72,17.44,0.0,100.39,45.07,145.46,0,3,4,2,1,5,5,64.0,,
JP,2016,40108671123.0,9.806540969176632,15223868849.0,1699748.0,1907.43,12,5,3,2,2,12,6,18,70.91,76.28,744.4200000000001,35.72,59.0,145.76000000000002,804.26,950.0200000000001,3,5,3,2,5,10,8,64.0,,
JP,2017,50147999064.0,-18.81638040707592,15829955029.0,1696257.0,4547.12,15,8,2,1,1,18,2,20,50.3,194.14000000000001,97.53999999999999,1938.45,4.88,316.83,1943.3300000000002,2260.1600000000003,6,8,1,4,1,15,5,64.0,,
JP,2018,4717775671.0,-4.0051232428428545,864038.0,170755.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,64.0,,
KR,1996,5207143.0,-0.23003483843144062,33827.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KR,1997,26007934.0,-0.3739288678071425,1580342.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KR,1998,10580903.0,-0.013873936577960842,1646560.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KR,1999,12839305.0,-0.07678643786367513,1448395.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KR,2000,30796118.0,-0.0742091060656285,4085049.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KR,2001,2576831551.0,-3.163388085409033,25408748.0,3180.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KR,2002,14942705382.0,-13.88670108653741,765475654.0,124203.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KR,2003,20850654204.0,-9.771281475086615,909359584.0,144142.0,354.9,8,1,1,0,0,3,1,4,299.64,55.2,0.03,0.0,0.0,130.11,0.03,130.14,0,0,2,0,2,0,4,,,
KR,2004,20245035911.0,7.755811367110203,1111839574.0,139744.0,84.69,4,0,0,0,0,2,0,2,84.69,0.0,0.0,0.0,0.0,28.75,0.0,28.75,1,0,0,0,1,1,1,,,
KR,2005,26201191547.0,48.95122506162471,1506825227.0,149674.0,2.98,0,1,0,0,0,1,0,1,0.0,2.98,0.0,0.0,0.0,2.98,0.0,2.98,0,1,0,0,0,1,0,,,
KR,2006,23721198831.0,33.447636970393276,1640085488.0,150946.0,309.88,3,1,2,0,0,4,0,4,15.059999999999999,97.48,2.38,0.0,0.0,104.88000000000001,0.0,104.88000000000001,1,0,0,2,1,1,3,60.0,,
KR,2007,18696138698.0,31.43378797893126,1316063534.0,148750.0,273.1,18,3,0,0,0,13,0,13,263.53000000000003,6.35,0.0,0.0,0.0,126.27000000000001,0.0,126.27000000000001,4,3,4,1,1,8,5,60.0,,
KR,2008,24763034095.0,32.6006778888185,1516212707.0,171038.0,2451.35,11,3,2,1,1,9,2,11,142.68,22.450000000000003,47.92,695.49,16.42,106.48,711.91,818.39,2,3,1,1,4,6,5,60.0,,
KR,2009,17428738420.0,27.798347722602998,1571179583.0,169020.0,1767.73,24,3,2,1,0,15,2,17,1557.12,89.84,7.9,10.43,0.0,864.3,16.16,880.4599999999999,4,4,0,3,6,8,9,60.0,,
KR,2010,35576888165.0,53.61497872928218,2792483277.0,183481.0,1619.1100000000001,41,2,2,1,0,16,3,19,146.47,95.47999999999999,343.65000000000003,9.53,0.0,163.08,353.18,516.26,5,1,2,5,6,6,13,60.0,,
KR,2011,20649443641.0,46.91432909909286,3116800313.0,191516.0,269.57,24,1,0,0,1,8,1,9,245.10999999999999,11.28,0.0,0.0,6.59,88.75,6.59,95.34,3,0,1,1,4,4,5,60.0,,
KR,2012,17030976310.0,92.75074961922276,3771222656.0,216186.0,237.01999999999998,28,2,1,0,0,12,0,12,230.07999999999998,5.9799999999999995,0.96,0.0,0.0,71.05,0.0,71.05,1,3,4,2,2,8,4,60.0,,
KR,2013,13099019647.0,93.46794382261452,4292691415.0,185894.0,495.3,19,3,2,3,1,13,5,18,52.480000000000004,30.09,51.45,169.9,15.41,98.18,188.13,286.31,5,3,3,4,3,10,8,66.666666666667,Korea strengthened investor protections by making it easier to sue directors in cases of prejudicial related-party transactions.,True
KR,2014,14580090052.0,135.2408758682197,4756864024.0,223360.0,2986.19,26,3,2,1,1,13,3,16,840.76,297.3,131.32999999999998,121.8,187.31,650.22,359.45,1009.67,3,4,5,0,4,9,7,70.0,,
KR,2015,15964031137.0,88.4791428612893,5002002921.0,231492.0,3770.99,14,3,2,6,0,13,6,19,198.9,86.78,178.47,819.04,0.0,373.26,819.04,1192.3,4,4,3,5,3,9,10,74.0,The Republic of Korea strengthened minority investor protections by increasing the level of transparency expected from companies on managerial compensation.,True
KR,2016,20433541615.0,121.19396338765065,5484901496.0,224956.0,2903.55,7,4,1,2,2,8,4,12,60.49,184.26999999999998,1.26,526.3,43.06,204.21,569.36,773.5699999999999,1,4,2,2,3,7,5,74.0,,
KR,2017,24410301737.0,132.4249574433609,6370570507.0,383825.0,1702.98,7,4,0,1,2,7,3,10,1014.1899999999999,178.01,0.0,3.9,62.489999999999995,433.57,66.39,499.96,0,3,4,1,2,5,5,74.0,,
KY,2004,5954000.0,-0.46974852321452965,0.0,477.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KY,2005,13221000.0,-0.46974852321452965,0.0,1055.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KY,2006,15388000.0,-0.285850442533211,404000.0,2382.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KY,2007,34539000.0,-0.39231775240134287,386000.0,5602.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KY,2008,171955334.0,0.6913885638236874,28403100.0,12539.0,1.27,1,0,0,0,0,1,0,1,1.27,0.0,0.0,0.0,0.0,1.27,0.0,1.27,0,0,0,0,1,0,1,,,
KY,2009,219993820.0,0.48555084127136755,38483200.0,13072.0,8.42,2,0,0,0,0,1,0,1,8.42,0.0,0.0,0.0,0.0,4.21,0.0,4.21,0,0,1,0,0,1,0,,,
KY,2010,216485403.0,8.992287976261169,66734971.0,28426.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KY,2011,151172118.0,9.913067045566786,146973835.0,56715.0,46.21,1,0,0,0,0,1,0,1,46.21,0.0,0.0,0.0,0.0,46.21,0.0,46.21,1,0,0,0,0,1,0,,,
KY,2012,159669101.0,11.448777333361656,216429906.0,72521.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
KY,2013,358430866.0,19.849047158483327,357045501.0,97840.0,449.22,0,1,0,0,0,1,0,1,0.0,449.22,0.0,0.0,0.0,449.22,0.0,449.22,0,1,0,0,0,1,0,,,
KY,2014,-444744571.0,19.832271414947733,334726848.0,110712.0,72.92,1,0,0,0,0,1,0,1,72.92,0.0,0.0,0.0,0.0,72.92,0.0,72.92,1,0,0,0,0,1,0,,,
KY,2015,-1158875950.0,17.365134403386502,1025885544.0,153826.0,3092.62,1,0,0,0,1,1,1,2,6.94,0.0,0.0,0.0,3085.68,6.94,3085.68,3092.62,1,0,0,0,1,1,1,,,
KY,2016,524700231.0,7.22267223496813,939281006.0,180921.0,1476.34,1,0,0,0,0,1,0,1,1476.34,0.0,0.0,0.0,0.0,1476.34,0.0,1476.34,1,0,0,0,0,1,0,,,
KY,2017,1068580683.0,4.777150390118313,1091817849.0,223085.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
MY,2002,42214000.0,-0.46974852321452965,0.0,15287.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
MY,2003,184525883.0,-2.070313545882966,1155000.0,5997.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
MY,2004,205119565.0,-4.407764174545358,1653400.0,26121.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
MY,2005,297182448.0,-4.412603597721182,1328000.0,13344.0,5.54,0,1,0,0,0,1,0,1,0.0,5.54,0.0,0.0,0.0,5.54,0.0,5.54,0,0,0,1,0,0,1,,,
MY,2006,309798510.0,-5.126905228894625,980000.0,19712.0,24.450000000000003,3,0,0,0,0,3,0,3,24.450000000000003,0.0,0.0,0.0,0.0,24.450000000000003,0.0,24.450000000000003,0,1,1,1,0,2,1,86.666666666667,,
MY,2007,684345685.0,-5.976066376041633,983919.0,2316.0,6.84,4,0,0,0,0,4,0,4,6.84,0.0,0.0,0.0,0.0,6.84,0.0,6.84,0,2,2,0,0,3,1,86.666666666667,,
MY,2008,750271807.0,-5.264991026985406,1639396.0,2522.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,86.666666666667,,
MY,2009,564937837.0,-4.78395051636062,4117832.0,841.0,4.15,1,0,0,1,0,1,1,2,1.7,0.0,0.0,2.45,0.0,1.7,2.45,4.15,0,0,0,2,0,0,2,86.666666666667,,
MY,2010,587585174.0,-4.565207665339436,3263896.0,930.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,86.666666666667,,
MY,2011,671122116.0,-5.266604168044014,1169219.0,2604.0,0.85,1,0,0,0,0,1,0,1,0.85,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0,1,0,0,0,1,0,86.666666666667,,
MY,2012,614092583.0,-4.803308209063917,1304170.0,2595.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,86.666666666667,,
MY,2013,675942553.0,-5.057540163374478,1353705.0,2748.0,16.0,1,0,0,0,1,1,1,2,0.02,0.0,0.0,0.0,15.98,0.02,15.98,16.0,0,0,0,0,2,0,2,86.666666666667,,
MY,2014,662222483.0,-4.866220710349631,1197291.0,2923.0,60.36,2,0,0,0,1,2,1,3,5.550000000000001,0.0,0.0,0.0,54.81,5.550000000000001,54.81,60.36,2,0,0,0,1,2,1,86.0,,
MY,2015,939396845.0,-5.030116765378141,1468402.0,1557.0,173.25,2,1,0,1,0,3,1,4,23.72,39.27,0.0,55.13,0.0,62.99,55.13,118.12,0,0,0,2,2,0,4,86.0,,
MY,2016,555192225.0,-4.4593846884208155,363183.0,1605.0,27.47,0,1,0,0,0,1,0,1,0.0,27.47,0.0,0.0,0.0,27.47,0.0,27.47,0,0,1,0,0,1,0,86.0,,
MY,2017,396798720.0,-4.21644472152051,1458179.0,19274.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,86.0,,
MY,2018,-3292464.0,-0.23487426160726482,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,88.0,Malaysia strengthened minority investor protections by requiring greater corporate transparency.,True
NL,2003,0.0,5.491776496451341,278930000.0,1046.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
NL,2004,75527000.0,10.713189628006038,870454000.0,7409.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
NL,2005,68243000.0,12.729615951266112,2214572000.0,7038.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
NL,2006,83479000.0,-0.46974852321452965,0.0,5635.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43.333333333333,,
NL,2007,87739000.0,-0.46974852321452965,0.0,5790.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43.333333333333,,
NL,2008,72219000.0,-0.7046227848217945,0.0,6120.0,24.12,0,1,0,0,0,1,0,1,0.0,24.12,0.0,0.0,0.0,24.12,0.0,24.12,0,1,0,0,0,1,0,43.333333333333,,
NL,2009,41271000.0,-0.35360236699474945,10000000.0,5730.0,6.98,1,0,0,0,0,1,0,1,6.98,0.0,0.0,0.0,0.0,6.98,0.0,6.98,0,1,0,0,0,1,0,43.333333333333,,
NL,2010,57745000.0,-0.46974852321452965,0.0,5868.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43.333333333333,,
NL,2011,59307000.0,-0.28423730147460297,16000000.0,6011.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43.333333333333,,
NL,2012,8560000.0,-0.28423730147460297,15000000.0,5804.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,43.333333333333,,
NL,2013,23351000.0,-0.7733435173924292,13000000.0,2099.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,46.666666666667,The Netherlands strengthened investor protections through a new law regulating the approval of related-party transactions.,True
NL,2014,-46055000.0,-1.0969405372231373,6000000.0,2885.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,58.0,,
NL,2015,55516000.0,-0.9394970464290593,0.0,2687.0,43.870000000000005,1,1,0,0,0,2,0,2,7.23,36.64,0.0,0.0,0.0,43.870000000000005,0.0,43.870000000000005,1,0,1,0,0,2,0,58.0,,
NL,2016,36820000.0,-0.7046227848217945,0.0,2722.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,58.0,,
NL,2017,41181000.0,-0.7046227848217945,0.0,2923.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,58.0,,
NO,1993,5491765.0,-0.23487426160726482,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
NO,1994,4751862.0,-0.23487426160726482,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
NO,1995,10200437.0,-0.23487426160726482,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
NO,1996,44732778.0,-0.46974852321452965,0.0,2094.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
NO,1997,37502911.0,-0.46974852321452965,0.0,2009.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
NO,1998,10356690.0,-0.46974852321452965,0.0,2793.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
NO,1999,59890292.0,-0.47910751177625116,2901471.0,3005.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
NO,2000,66997332.0,-0.5313723586012207,1955174.0,1927.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
NO,2001,18515614.0,1.1533912395351038,46024444.0,6707.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,
