countrycode,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,Acquired stake (%)_0_10,Acquired stake (%)_10_20,Acquired stake (%)_20_30,Acquired stake (%)_30_40,Acquired stake (%)_40_50,Acquired stake (%)_0_25,Acquired stake (%)_25_50,Acquired stake (%)_0_50,Final stake (%)_0_10,Final stake (%)_10_20,Final stake (%)_20_30,Final stake (%)_30_40,Final stake (%)_40_50,Final stake (%)_0_25,Final stake (%)_25_50,Score-protecting minority investors,Reform,is_reform
IT,1993,6806884127.0,-0.3116019634947165,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IT,1994,7825274884.0,-0.3116019634947165,0.0,99161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IT,1995,8214484550.0,-0.3116019634947165,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IT,1996,7993118729.0,-0.9348058904841496,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IT,1997,11265016242.0,-0.9348058904841496,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IT,1998,11766991173.0,-0.623203926989433,0.0,123966.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IT,1999,12409904780.0,-1.246407853978866,0.0,122734.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IT,2000,12385304612.0,-2.1812137444630157,0.0,127776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IT,2001,13994519000.0,-2.1812137444630157,0.0,119233.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
IT,2002,15625007000.0,0.4633053186476893,1224000000.0,142900.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,,,
IT,2003,2540035000.0,-0.2719457717021307,1469936000.0,104065.0,2,0,0,0,1,2,1,3,2,0,0,0,1,2,1,,,
